lyrics,tags,pos,year,title,artist,color,hue_0,hue_1,hue_2,rgb,random_rgb,spotify_uri
"T-Pain
Yeah...
Uh-Huh...
Yeah...
Yeah...

Broke up with my girl last night so I went to the club (so I went to the club)
Put on a fresh white suit and a Mini Coupe sitting on dubs (sitting on dubs)
I'm just looking for somebody to talk to and show me some love (show me some love)
If you know what I mean... Uh-Huh...
Everybody jockin' me as soon as I stepped in the spot (I stepped in the spot)
200 bitches and I'm bettin' aint none of them hot (aint none of them hot)
'Cept for this pretty young thang that was workin' all the way at the top (all the way at the top)
Shawty what is your name?

Oooo she made us drinks, to drink
We drunk 'em, Got drunk
And then I think she thinks I'm cool
She gave me a wink, I winked back
And then I think that, we hit it off something proper like...

I like the bartender
(Oooo If you're lookin' for me)
I'm at the bar with her
(Uh-huh, Ok)
I like the bartender
(Yeah if you're lookin' for me)
I'm at the bar with her
(Oooooh Uh-huh, Ok)

Got a brand new girl so I'm feeling all good inside (all good inside)
Feel like I put some brand new 24's on a brand new ride (on a brand new ride)
Triple shot of patron on the rocks with little bit a lime (with a little bit a lime)
I'm just keeping it real (Uh-huh)
Baby still working at the club so I'm getting in free (so I'm getting in free)
Wednesday night I'm on the list T-Pain plus 3 (T-Pain plus 3)
Everytime I hit the spot baby girl taking care of me (taking care of me)
How do you think I feel?

Oooo she made us drinks, to drink
We drunk 'em, Got drunk
And now I know she thinks I'm cool
She gave me a wink, I winked back
And then I think that, we gonna have fun at my spot tonight...

I like the bartender
(Oooo If you're lookin' for me)
I'm at the bar with her
(Uh-huh, Ok)
I like the bartender
(Yeah if you're lookin' for me)
I'm at the bar with her
(Oooooh Uh-huh, Ok)

Akon
Shorty I'm sure you heard that I rarely ever come out (ever come out)
Unless I'm in the M6 doing tricks freeway burnt out (freeway burnt out)
Got a passenger side that's empty wanting it to be your spot (be your spot)
Put you on my billboard we can act like the charts I can end up on top (end up on top)
Don't smoke don't drink that's why I don't be by the bar baby (baby)
Just lookin' at you from a distance looking like a goddamn star baby (baby)
So my girl don't see me T-Pain can I get those keys to the car? (those keys to the car?)
'Bout to go and Bang Bang Boogie with my cutie and I'll see you tomar' (see you tomar')

T-Pain & Akon
Oooo she made us drinks, to drink
We drunk 'em, Got drunk
And now I know she thinks I'm cool
She gave me a wink, I winked back (Uh-huh)
And then I think that, (Uh-huh) we 'gon have fun at my spot tonight... (Oh yes)

T-Pain
I like the bartender
(Oooo If you're lookin' for me)
I'm at the bar with her
(Uh-huh, Ok)
I like the bartender
(Yeah if you're lookin' for me)
I'm at the bar with her
(Oooooh Uh-huh, Ok)","['pop', 'rap', 'soul and reggae']",33,2007,Bartender,T-Pain,lime,120,1,1,"(0, 255, 0)","rgb(1, 255, 20)",1RGIjMFMgJxkZHMDXVYzOJ
"La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la

Oh, baby, baby, have you seen Amy tonight?
Is she in the bathroom? Is she smoking up outside?
Oh, baby, baby, does she take a piece of lime?
For the drink that I'ma buy her, do you know just what she likes?

Oh, oh, tell me have you seen her
'Cause I'm so, oh, I can't get her off of my brain
I just wanna go to the party she gonna go
Can somebody take me home? Ha-ha, he-he, ha-ha, ho

Love me, hate me, say what you want about me
But all of the boys and all of the girls are begging to if you seek Amy
Love me, hate me, but can't you see what I see?
All of the boys and all of the girls are begging to if you seek Amy

(Love me, love me)

Amy told me that she's gonna meet me up
I don't know where or when and now they're closing up the club
I've seen her once or twice before, she knows my face
But it's hard to see with all the people standing in the way

Oh, oh, tell me have you seen her
'Cause I'm so, oh, I can't get her off of my brain
I just wanna go to the party she gonna go
Can somebody take me home? Ha-ha, he-he, ha-ha, ho

Love me, hate me, say what you want about me
But all of the boys and all of the girls are begging to if you seek Amy
Love me, hate me, but can't you see what I see?
All of the boys and all of the girls are begging to if you seek Amy

Oh, say what you want about me
Oh, but can't you see what I see?
Oh, say what you want about me

So tell me if you see her
(Let me know what she was wearing and what she was like)
'Cause I've been waiting here forever
(Let me know if she was going out of line)

Oh, baby, baby, if you seek Amy tonight (Oh)
Oh, baby, baby, we'll do whatever you like
Oh, baby, baby, baby, oh, baby, baby, baby

La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la

Love me, hate me, say what you want about me
But all of the boys and all of the girls are begging to if you seek Amy
Love me, hate me, but can't you see what I see?
All of the boys and all of the girls are begging to if you seek Amy

Love me, hate me, say what you want about me (Yeah)
Love me, hate me, but can't you see what I see?
All of the boys and all of the girls are begging to if you seek Amy

Oh, say what you want about me
Oh, but can't you see what I see?
Oh, say what you want about me

All of the boys and all of the girls are begging to if you seek Amy","['american', 'américain', 'dance', 'dance-pop', 'electropop', 'if you seek amy', 'pop', 'pop and chart', 'urban pop', 'usa']",74,2009,If U Seek Amy,Britney Spears,lime,120,1,1,"(0, 255, 0)","rgb(4, 236, 14)",2hdy9Wt9qp7M7d0U3ossu2
"Where can you find pleasure
Search the world for treasure
Learn science technology
Where can you begin to make your dreams all come true
On the land or on the sea
Where can you learn to fly
Play in sports and skin dive
Study oceanography
Sign up for the big band
Or sit in the grandstand
When your team and others meet

In the navy
Yes, you can sail the seven seas
In the navy
Yes, you can put your mind at ease
In the navy
Come on now, people, make a stand
In the navy, in the navy
Can't you see we need a hand
In the navy
Come on, protect the mother land
In the navy
Come on and join your fellow man
In the navy
Come on people, and make a stand
In the navy, in the navy, in the navy (in the navy)

They want you, they want you
They want you as a new recruit

If you like adventure
Don't you wait to enter
The recruiting office fast
Don't you hesitate
There is no need to wait
They're signing up new seamen fast
Maybe you are too young
To join up today
Bout don't you worry 'bout a thing
For I'm sure there will be
Always a good navy
Protecting the land and sea

In the navy
Yes, you can sail the seven seas
In the navy
Yes, you can put your mind at ease
In the navy
Come on be bold and make a stand
In the navy, in the navy
Can't you see we need a hand
In the navy
Come on, protect the motherland
In the navy
Come on and join your fellow man
In the navy
Come on be bold and make a stand
In the navy, in the navy, in the navy (in the navy)

They want you, they want you
They want you as a new recruit

Who me?

They want you, they want you
They want you as a new recruit

But, but, but, I'm afraid of water.
Hey, hey look
Man, I get seasick even watchin' it on the TV!

They want you, they want you in the navy

Oh my goodness.
What am I gonna do in a submarine?

They want you, they want you in the navy

In the navy
Yes, you can sail the seven seas
In the navy
Yes, you can put your mind at ease
In the navy
Come on be bold and make a stand
In the navy, in the navy
Can't you see we need a hand
In the navy
Come protect the motherland
In the navy
Come on and join your fellow man
In the navy
Come on be bold and make a stand",['lol'],48,1979,In The Navy,Village People,navy,240,1,0.502,"(0, 0, 128)","rgb(11, 12, 134)",6jV3XfTAP1S3SMChxJ2kJh
"I tried so hard my dear to show that you're my every dream
Yet you're afraid each thing I do is just some evil scheme
A memory from your lonesome past keeps us so far apart
Why can't I free your doubtful mind and melt your cold, cold heart?

Another love before my time made your heart sad and blue
And so my heart is paying now for things I didn't do
In anger unkind words are said that make the teardrops start
Why can't I free your doubtful mind and melt your cold, cold heart?

There was a time when I believed that you belonged to me
But now I know your heart is shackled to a memory
The more I learn to care for you, the more we drift apart
Why can't I free your doubtful mind and melt your cold, cold heart?","['american', 'jazz', 'pop']",7,1951,"Cold, Cold Heart",Tony Bennett,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 250)",6U5Iv1vX8qUOVCMijAgZhL
"If ever a devil was born
Without a pair of horns
It was you, Jezebel, it was you!
If ever a pair of eyes
Promised paradise
It was you, Jezebel, it was you!
If ever a devil's plan
Was made to torment man
Decieving me
Grieving me
Leaving me blue
Jezebel, it was you!

If ever a devil was born
Without a pair of horns
It was you, Jezebel, it was you!
If ever a pair of eyes
Promised paradise
It was you, Jezebel, it was you!
If ever a devil's plan
Was made to torment man
Decieving me
Grieving me
Leaving me blue
Jezebel, it was you!

Even had I never known
A lover such as you
Forsaking dreams and goals
For the silent scorn
Of your charms, Jezebel!

If ever a devil's plan
Was made to torment man
Decieving me
Drieving me
Leaving me blue
Jezebel, it was you!

Night and day
Every way
Oh Jezebel!
Jezebel

Jezebel!",['death by heart failure'],11,1951,Jezebel,Frankie Laine,blue,240,1,1,"(0, 0, 255)","rgb(9, 10, 248)",6SYQwsOxHW5uUYjUpOKtIC
"if you loved me half as much as i love you
you wouldnt worry me half as much as you do
you're nice to me when theres no one else around
you only build me up to let me down
if you missed me half as much as i miss you
you wouldnt stay away half as much as you do
i know that i would never be this blue
if you only loved me half as much as i love you

(musical interlude)

you're nice to me when theres no one else around
you only build me up to let me down
if you missed me half as much as i miss you
you wouldnt stay away half as much as you do
i know that i would never be this blue
if you only loved me half as much as i love you","['american', 'jazz', 'pop', 'vocal jazz']",6,1952,Half As Much,Rosemary Clooney,blue,240,1,1,"(0, 0, 255)","rgb(12, 0, 235)",5vIe5BmOlPXarqRxJh9FNE
"Pretend you're happy when you're blue
It isn't very hard to do
And you'll find happiness without an end
Whenever you pretend
Remember anyone can dream
And nothing's as bad as it may seem
The little things you haven't got could be a lot if you pretend
You'll find a love you can share
One you can call all your own
Just close your eyes she'll be there
You'll never be alone
And if you sing this melody
You'll be pretending just like me
The world is mine it can be yours my friend
So why don't you pretend","['american', 'death by lung cancer', 'easy listening soundtracks and musicals', 'jazz', 'jump blues', 'pop', 'swing', 'usa', 'vocal jazz']",13,1953,Pretend,Nat King Cole,blue,240,1,1,"(0, 0, 255)","rgb(17, 19, 255)",2Gd007dAbihobxsTG9m7cZ
"When the twilight is gone
And no songbirds are singing
When the twilight is gone
You come into my heart
And here in my heart you will stay while I pray

My prayer
Is to linger with you
At the end of the day
In a dream that's divine

My prayer
Is a rapture in blue
With the world far away
And your lips close to mine

Tonight
While our hearts are aglow
Oh tell me the words
That I'm longing to know

My prayer
And the answer you give
May they still be the same
For as long as we live

That you'll always be there
At the end of my prayer",['easy listening soundtracks and musicals'],4,1956,My Prayer,Platters,blue,240,1,1,"(0, 0, 255)","rgb(8, 1, 245)",1ntGJDSakqsaw1KhptKrB5
"Oh, hot diggity, dog ziggity, boom what you do to me
It's so new to me, what you do to me
Hot diggity, dog ziggity, boom what you do to me
When you're holding me tight

Never dreamed anybody could kiss that away
Bring me bliss that away, what a kiss that away
What a wonderful feelin' to feel that away
Tell me where have you been all my life

Never knew that my heart could go ""zing"" that away
Ting-a-ling that away, make me sing that away
Said ""goodbye"" to my troubles, they went that away
Ever since you came into my life

There's a cute little cottage for two that away
Skies are blue that away, dreams come true that away
If you say I can share it with you that away
I'll be happy the rest of my life

Oh, hot diggity, dog ziggity, boom what you do to me
How my future will shine
Hot diggity, dog ziggity, boom what you do to me
From the moment you're mine

Hot dog!","['adult contemporary', 'american', 'big band', 'classic pop and rock', 'country', 'easy listening', 'jazz', 'latin', 'pop', 'rock', 'rock and roll', 'swing']",16,1956,Hot Diggity,Perry Como,blue,240,1,1,"(0, 0, 255)","rgb(10, 7, 244)",1aoamOgih6cHb0TZq9gO9A
"Well, it's one for the money,
Two for the show,
Three to get ready,
Now go, cat, go.
But don't you step on my blue suede shoes.
You can do anything but lay off of my blue suede shoes.

Well, you can knock me down,
Step in my face,
Slander my name
All over the place.
Do anything that you want to do, but uh-uh,
Honey, lay off of my shoes
Don't you step on my Blue suede shoes.
You can do anything but lay off of my blue suede shoes.

You can burn my house,
Steal my car,
Drink my liquor 
From an old fruitjar.
Do anything that you want to do, but uh-uh,
Honey, lay off of my shoes
Don't you step on my blue suede shoes.
You can do anything but lay off of my blue suede shoes.

Well, it's one for the money,
Two for the show,
Three to get ready,
Now go, cat, go.
But don't you step on my blue suede shoes.
You can do anything but lay off of my blue suede shoes.","['american', 'country', 'death by stroke', 'death by throat cancer', 'rock', 'rock & roll', 'rockabilly']",18,1956,Blue Suede Shoes,Carl Perkins,blue,240,1,1,"(0, 0, 255)","rgb(18, 0, 255)",3Qylbx7tZcsP9RggQ6umUh
"Well, be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe
Be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe

Be-bop-a-lula
She's my baby doll, my baby doll, my baby doll

Well she's the girl in the red blue jeans
She's the queen of all the teens
She's the one woman that I know
She's the woman that loves me so

Be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe
Be-bop-a-lula
She's my baby doll, my baby doll, my baby doll

Let's rock!

Well now she's the one that's got that beat
She's the one with the flyin' feet
She's the one that bops around the store
She's the one that gives more more more more

Be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe
Be-bop-a-lula
She's my baby doll, my baby doll, my baby doll

Let's rock again now!

Well, be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe
Be-bop-a-lula, she's my baby
Be-bop-a-lula, I don't mean maybe

Be-bop-a-lula
She's my baby doll, my baby doll, my baby doll",['death by ruptured stomach ulcer'],27,1956,Be-Bop-A-Lula,Gene Vincent,blue,240,1,1,"(0, 0, 255)","rgb(8, 0, 240)",0HUp7ipIDJvITTqizN6cxJ
"I'm in love with a dolly named 'Glendora' 
She works in the window of a big department stor-a! 
Eyes of blue, hair like gold, 
Never been young, but she'll never get old . . . 
Oh Glendora . . . I wanna see more of you! 

O' Glendora . . . O' Glendora . . . 
O' Glendora . . . I wanna see more of you! 

She's so shy that I don't know how I found her, 
With three big body guards always workin' around her! 
One just nods, an' two just grins, 
An' three got a mouth full of safety pins . . . 
O' Glendora . . . I wanna see more of you! 
( You . . . more of you! ) 

O' Glendora . . . O' Glendora . . . 
O' Glendora . . . I wanna see more of you! 
(  . . . more of you! ) 

I stand left an' I stand right, 
Outta my head 'cause I'm outta sight . . . 
O' Glendora . . . I wanna see more of you! 

Late last night at the store they did some changin' . . . 
An' I stood watchin' when they started re-arrangin' . . . 
She lost her wig, she lost her arms, 
An' when they got through she lost all of her charms, 
O' Glendora . . . what did they do to you? 

What they do, what they do, what they do ? 
O' Glendora . . . O' Glendora . . . 
O' Glendora . . . what did they do to you? 

What they do, what they do, what they do ? 
O' Glendora . . . O' Glendora . . . 
O' Glendora . . . what did they do to you? 

Do to you, oh what did they do to you? 
O' Glendora . . . what did they do to you?","['adult contemporary', 'american', 'big band', 'classic pop and rock', 'country', 'easy listening', 'jazz', 'latin', 'pop', 'rock', 'rock and roll', 'swing']",80,1956,Glendora,Perry Como,blue,240,1,1,"(0, 0, 255)","rgb(0, 7, 253)",1xwknfyt4xR5rEAad8DmLS
"Day is ending
Birds are wending
Back to the shelter of
Each little nest they love

Nightshades falling
Lovebirds calling
What makes the world go round?
Nothing but love

When Whip-poor-wills call
And ev'ning is nigh
I hurry to
My blue heaven

I turn to the right
A little white light
Will lead you to
My blue heaven

You'll see a smiling face
A fireplace
A cozy room
A little nest
That's nestled where
The roses bloom

Just Mollie and me
And baby makes three;
We're happy in
My blue heaven

Doo doo doo doo doo
Da da da da da

You'll see a smiling face
A fireplace
A cozy room
A little nest that's nestled where the roses bloom

Just Mollie and me
And baby makes three;
We're happy in
My blue heaven

We're happy in my blue heaven","['boogie-woogie', 'new orleans r b', 'new orleans r&b', 'piano blues', 'rhythm & blues', 'rnb', 'rock', 'rock & roll', 'rock and indie', 'rock and roll']",92,1956,My Blue Heaven,Fats Domino,blue,240,1,1,"(0, 0, 255)","rgb(7, 9, 243)",6WHzRPYYEoyFwiHn4iPZTj
"Don't forbid me to hold you tight
A-darlin', don't-a forbid me to hold you tight
Let me hold you in my lovin' arms
'Cause it's cold and I can keep you warm

A-don't-a forbid me to kiss your lips
A-darlin' don't-a forbid me to kiss your lips
Let me kiss you please, baby, please
'Cause it's cold and your lips might freeze

Well, there's a strong west wind a-blowin'
And there's a big blue moon above
And, pretty baby, I've been knowin'
You need some heart-warmin' love

So don't-a forbid me to talk sweet talk
Darlin' don't-a forbid me to talk sweet talk
Let me fill your little heart with fire
'Cause it's cold, so don't forbid my desire

It's so cold (it's so cold)
So don't forbid-a my desire
(Don't forbid my desire)","['country', 'gospel', 'pop']",6,1957,Don't Forbid Me,Pat Boone,blue,240,1,1,"(0, 0, 255)","rgb(18, 5, 255)",5XjPPdhCGeAEecJlxAJt3M
"Bye bye love
Bye bye happiness
Hello loneliness
I think I'm-a gonna cry-y
Bye bye love
Bye bye sweet caress
Hello emptiness
I feel like I could die
Bye bye my love goodbye

There goes my baby with-a someone new
She sure looks happy, I sure am blue
She was my baby till he stepped in
Goodbye to romance that might have been

Bye bye love
Bye bye happiness
Hello loneliness
I think I'm-a gonna cry-y
Bye bye love
Bye bye sweet caress
Hello emptiness
I feel like I could die
Bye bye my love goodbye

I'm-a through with romance, I'm a-through with love
I'm through with a-countin' the stars above
And here's the reason that I'm so free
My lovin' baby is through with me

Bye bye love
Bye bye happiness
Hello loneliness
I think I'm-a gonna cry-y
Bye bye love
Bye bye sweet caress
Hello emptiness
I feel like I could die
Bye bye my love goodbye
Bye bye my love goodbye
Bye bye my love goodbye
Bye bye my love goodbye",['classic pop and rock'],11,1957,Bye Bye Love,Everly Brothers,blue,240,1,1,"(0, 0, 255)","rgb(0, 15, 248)",6oRHRkQigTzJ3KwpO3XOV6
"A white sports coat and a pink carnation
I'm all dressed up for the dance
A white sports coat and a pink carnation
I'm all alone in romance

Once you told me long ago
To the prom with me you'd go
Now you've changed your mind it seems
Someone else will hold my dreams

A white sports coat and a pink carnation
I'm in a blue blue mood.

I'm all dressed up for the dance
I'm all alone in romance

Once you told me long ago
To the prom with me you'd go
Now you've changed your mind it seems
Someone else will hold my dreams

A white sports coat and a pink carnation
I'm in a blue blue mood.","['american', 'death by heart surgery']",17,1957,A White Sport Coat,Marty Robbins,blue,240,1,1,"(0, 0, 255)","rgb(7, 6, 245)",3Iy8UTb7n8QpYcQK23ZjG9
"Bah, bah, bah, but
Bah, bah, bah, but
Bah, bah, bah, bah. bah. bah, but
Do do do do do do
Bah, bah, bah, but
Bah, bah, bah, but
Bah, bah, bah, bah. bah. bah, but

A teenager's romance is fickle or true
A teenager's romance is red hot or blue
You're either in misery or high on a crest
A teenager's romance is like all the rest

They tell us we're different
We haven't the right
To decide for ourselves, dear
What's black and what's white

Keep saying you love me
And they'll look upon
A teenager's romance
That goes on and on

They tell us we're different
We haven't the right
To decide for ourselves, dear
What's black and what's white

Keep saying you love me
And they'll look upon
A teenager's romance
That goes on and on

A teenager's romance
That goes on and on","['all-time greatest hits', 'death by airplane']",25,1957,A Teenager's Romance,Ricky Nelson,blue,240,1,1,"(0, 0, 255)","rgb(0, 18, 255)",1Qn5jElT7XqjvVeJ8pYM2w
"A-Be-bop baby
A-Be-bop baby
A-Be-bop baby
She's the gal for me-ee

She got plenty of rhythm, got plenty of jive
And when we dance it really comes alive
My love for her's so tender and sweet
My heart starts poundin' ev'ry time we meet
A-Be-bop baby still in her teens
just as sweet as she can be-ee-ee
A-Be-bop baby in her old blue jeans
Is the be-bop baby for me-ee
A-Be-bop baby for me

A-Be-bop baby
A-Be-bop baby
A-Be-bop baby
She's the gal for me-ee

I'm gonna find 'er tonight
We're gonna have a time
I want that baby to be mine, all mine
A big day's comin' for my baby and me
The day she says she belongs to me
A-Be-bop baby still in her teens
just as sweet as she can be-ee-ee
A-Be-bop baby in her old blue jeans
is the be-bop baby for me-ee
A-Be-bop baby for me

A-Be-bop baby
A-Be-bop baby
A-Be-bop baby
She's the gal for me-ee

I'm gonna find 'er tonight
we're gonna have a time
I want that baby to be mine, all mine
A big day's comin' for my baby and me
The day she says she belongs to me
A-Be-bop baby still in her teens
Just as sweet as she can be-ee-ee
A-Be-bop baby in her old blue jeans
Is the be-bop baby for me-ee
A-Be-bop baby for me","['all-time greatest hits', 'death by airplane']",42,1957,Be-bop Baby,Ricky Nelson,blue,240,1,1,"(0, 0, 255)","rgb(20, 10, 248)",4pcl5FMiVEi3w14ooOsr1O
"If you're fond of sand dunes and salty air
Quaint little villages here and there
You're sure to fall in love with Old Cape Cod

If you like the taste of a lobster stew
Served by a window with an ocean view
You're sure to fall in love with Old Cape Cod

Winding roads that seem to beckon you
Miles of green beneath the skies of blue
Church bell chiming on a Sunday morn
Remind you of the town where you were born

If you spend an evening you'd want to stay
Watching the moonlight on Cape Cod Bay
You're sure to fall in love with Old Cape Cod.","['country', 'pop']",46,1957,Old Cape Cod,Patti Page,blue,240,1,1,"(0, 0, 255)","rgb(15, 1, 255)",1H625U2yTSLAEZrHFasZ3b
"Blue Monday how I hate Blue Monday
Got to work like a slave all day
Here come Tuesday, oh hard Tuesday
I'm so tired got no time to play

Here come Wednesday, I'm beat to my socks
My gal calls, got to tell her that I'm out
'Cause Thursday is a hard workin' day
And Friday I get my pay

Saturday mornin', oh Saturday mornin'
All my tiredness has gone away
Got my money and my honey
And I'm out on the stand to play

Sunday mornin' my head is bad
But it's worth it for the time that I had
But I've got to get my rest
'Cause Monday is a mess","['boogie-woogie', 'new orleans r b', 'new orleans r&b', 'piano blues', 'rhythm & blues', 'rnb', 'rock', 'rock & roll', 'rock and indie', 'rock and roll']",50,1957,Blue Monday,Fats Domino,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 235)",7iwQPvyViIkyT0HWnatjnk
"(Remember, remember you're mine)

Be faithful, darlin'
While you're away
For when it's summer
A heart can stray

And though I'll miss you
Have a wonderful time
But remember, darlin'
Remember you're mine
(Remember you're mine)

If you go dancin'
And he holds you tight
(And he holds you tight)
And your lips are tempted
On a summer night
(On a summer night)

Your heart beats faster
When the stars start to shine
Just remember, darlin'
Remember you're mine
(Remember you're mine)

I'll be lonely
I'll be blue
But I promise
I'll be true

And though I'll miss you
Have a wonderful time
Just remember, darlin'
Remember you're mine
(Remember you're mine)","['country', 'gospel', 'pop']",88,1957,Remember You're Mine,Pat Boone,blue,240,1,1,"(0, 0, 255)","rgb(17, 18, 255)",4GmRoRNkuUCpOfqA9XvB8N
"I will spend my whole life through
Loving you, just loving you
Winter, summer, springtime too
Loving you, loving you
Makes no difference where I go or what I may do
You know that I'll always be loving you, just you

And, if I'm seen with someone new
Don't be blue, don't you be blue
I'll be faithful, I'll be true
Always true, true to you
There is only one for me, and you know who
You know that I'll always be loving you","['american', 'blue-eyed soul', 'blues', 'christmas music', 'classic pop and rock', 'country', 'flaming', 'gospel', 'if you talk in your sleep', 'love', 'oldies', 'party', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock & roll', 'rock and roll', 'rockabilly', 'singer']",98,1957,Loving You,Elvis Presley,blue,240,1,1,"(0, 0, 255)","rgb(9, 0, 255)",3Kb4kr3DGzzU5OtYqycWvE
"Heavenly shades of night are falling
It's twilight time
Out of the mist your voice is calling
'Tis twilight time

When purple colored curtains
Mark the end of the day
I hear you my dear at twilight time

Deepening shadows gather splendor
As day is done
Fingers of night will soon surrender
The setting sun

I count the moments darling
Till you're here with me
Together at last at twilight time

Here in the afterglow of day
We keep our rendez-vous beneath the blue
Here in the sweet and same old way
I fall in love again as I did then

Deep in the dark your kiss will thrill me
Like days of old
Lighting the spark of love that fills me
With dreams untold

Each day I pray for evening just
To be with you
Together at last at twilight time

Here in the afterglow of day
We keep our rendez-vous beneath the blue
Here in the sweet and same old way
I fall in love again as I did then

Deep in the dark your kiss will thrill me
Like days of old
Lighting the spark of love that fills me
With dreams untold

Each day I pray for evening just
To be with you
Together at last at twilight time
Together at last at twilight time",['easy listening soundtracks and musicals'],18,1958,Twilight Time,Platters,blue,240,1,1,"(0, 0, 255)","rgb(0, 6, 255)",3MpGQae6zAFd7Z1FdLV9fV
"Who's sorry now
Who's sorry now
Who's heart is aching for breaking each vow
Who's sad and blue
Who's crying too
Just like I cried over you

Right to the end
Just like a friend
I tried to warn you somehow
You had your way
Now you must pay
I'm glad that you're sorry now

Right to the end
Just like a friend
I tried to warn you somehow
You had your way
Now you must pay
I'm glad that you're sorry now","['american', 'pop']",39,1958,Who's Sorry Now,Connie Francis,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 255)",4bzvhZFlV9UqQ3EmV2i8s4
"If you knew Peggy Sue
Then you'd know why I feel blue
Without Peggy, my Peggy Sue
Oh well, I love you, gal
Yes, I love you Peggy Sue

Peggy Sue, Peggy Sue
Oh, how my heart yearns for you
Oh, Peggy, my Peggy Sue
Oh well, I love you, gal
Yes, I love you Peggy Sue

Peggy Sue, Peggy Sue
Pretty, pretty, pretty, pretty, Peggy Sue
Oh, Peggy, my Peggy Sue
Oh well, I love you, gal
And I need you, Peggy Sue

I love you, Peggy Sue
With a love so rare and true
Oh, Peggy, my Peggy Sue
Well, I love you, gal
And I want you, Peggy Sue

Peggy Sue, Peggy Sue, 
Pretty, pretty, pretty, pretty, Peggy Sue
Oh, Peggy, my Peggy Sue
Oh well, I love you, gal
Yes, I need you, Peggy Sue

I love you, Peggy Sue
With a love so rare and true
Oh Peggy, my Peggy Sue
Oh well, I love you, gal
And I want you, Peggy Sue

Oh well, I love you gal
And I want you Peggy Sue","['american', 'classic pop and rock', 'death by airplane', 'pop', 'pop rock', 'rock', 'rock & roll', 'rock and roll', 'rockabilly']",50,1958,Peggy Sue,Buddy Holly,blue,240,1,1,"(0, 0, 255)","rgb(5, 6, 255)",2OARIMw1hpehr86Iwmv04c
"When somebody loves you
Its no good unless he loves you...
All the way
Happy to be near you
When you need someone to cheer you
All the way

Taller than the tallest tree is
Thats how its got to feel
Deeper than the deep blue sea is
Thats how deep it goes if its real

When somebody needs you
Its no good unless she needs you
All the way

Through the good or lean years
And for all those in between years
Come what may

Who knows where the road will lead us
Only a fool would say
But if you let me love you
Its for sure I'm gonna love you
All the way

All the way...

So if you let me love you
Its for sure I'm gonna love you
All the way
All.. The ... Way...","['big band', 'chrismas', 'christmas', 'columbia', 'easy listening soundtracks and musicals', 'garland', 'jazz', 'pop', 'swing', 'swing; jazz; big band; christmas', 'vocal']",54,1958,All the Way,Frank Sinatra,blue,240,1,1,"(0, 0, 255)","rgb(0, 0, 246)",7fanCwOck16J9MPJ3SR39P
"(Dream on, dream on teenage queen prettiest girl we've ever seen)

There's a story in our town
Of the prettiest girl around
Golden hair and eyes of blue
How those eyes could flash at you (How those eyes could flash at you)
Boys hung 'round her by the score
But she loved the boy next door who worked at the candy store
(Dream on, dream on teenage queen prettiest girl we've ever seen)

She was queen of the senior prom
She could cook just like her mum
She had everything it seems
Pure delightest teenage queen (pure delightest teenage queen)
Other boys could offer more
But she loved the boy next door who worked at the candy store
(Dream on, dream on teenage queen you should be a movie queen)

He would marry her next spring
Saved his money, bought a ring
Then one day a movie scout
Came to town to take her out (Came to town to take her out)
Hollywood could offer more
So she left the boy next door working at the candy store
(Dream on, dream on teenage queen see you on the movie screen)

Very soon she was a star
Pretty house and shiny car
Swimming pool and a fence around
But she missed her old home town (But she missed her old home town)
All the world was at her door
All except the boy next door who worked at the candy store
(Dream on, dream on teenage queen saddest girl we've ever seen)

Then one day the teenage star
Sold her house and all her cars
Gave up all her wealth and fame
Left it all and caught a train (Left it all and caught a train)
Next day she was at the door
Of the lonely boy next door who worked at the candy store

(Now this story has some more, you'll hear it all at the candy store)","['american', 'americana', 'blues', 'contemporary folk', 'country', 'country gospel', 'death by diabetes', 'favorite', 'folk', 'gospel', 'osteraker', 'outlaw country', 'rock', 'rock and roll', 'rockabilly', 'spoken word', 'traditional country']",81,1958,Ballad of a Teenage Queen,Johnny Cash,blue,240,1,1,"(0, 0, 255)","rgb(0, 5, 254)",5HwAaXDLVDgVcoGIjDRANK
